Goal,Specific,Measurable,Action-oriented,Relevant,Time-bound
is right around the cornertime to be about we say CarpeDiem,,,,1,
If all goes well I will be living in Brooklyn by this time next year working from a home studio soaking in the city,,,,1,
themoms unplug from the phonecomputer when my other half is home,,,,1,
New year New me,,,,1,
WickedGrounds Learning more of the history of leather culture in SF kinkynewyearsresolutions,,,,1,
Gonna finally make good on my this year start exclusively drinking TaB enoughisenough timetogetserious justaddvodka,,,,1,
Resolution No Take a walk longer than to the copier machine every day,,,,1,
My is to not spend a NYE wo a boyfriend again Sillyneedy yes But after years Im allowed to say it Contd,,,,1,
I will only indulge on food if its a new place ive never been or a new dish ive never had No more fastfood again,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
KymKral I decided my is to do mouthypants in the new year Think Id be a good fit for it,,,,1,
Need to get back to my roots with the people who stuck by me these past few years newyearsresolution,,,,1,
My dont fly on any airline with the word asia in the name,,,,1,
Committing goals to paper and reviewing them regularly gives you a higher chance of achieving your desired outcomes,,,,1,
technical blogs Command of c Deeper dive with Azure What about you,,,,1,
My is to eat Chipotle more often,,,,1,
I see this failing about one minute into RT stay sober,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
My is to be more active on social media,,,,1,
Im thinking for new year Ill give up being eccentric and go full on delusional this one I can accomplish,,,,1,
Turn Am I doing it right,,,,1,
drop country tracks w JordanGee on the banjo,,,,1,
I just want a huge ass and a tiny waist,,,,1,
I hope my apology shows that I know what Ive done and am trying to turn a new leaf,,,,1,
Ok I definitely need to start eating healthy again and exercising BeastMode,,,,1,
Ive decided to change it up a bit today and am embracing anarchy Husband confused Kids hungry n,,,,1,
I just want to go to a Packers game already,,,,1,
My is to hug ZAYN MALIK bc damn that would like hehshsbsjjsjdmsjdjds I just,,,,1,
is going to be a great year Whos with me NewYearsEve,,,,1,
Spiritual Evaluation,,,,1,
Im bringing shame back,,,,1,
If I get the urge to gossip I must only gossip about the good in people gossip imagirl bepositive,,,,1,
yall RT moscaddie aspire to have the same level of selfbelief as a truly mediocre white man,,,,1,
Thought about taking up yoga for a newyearsresolution but planking looks fun too AmIDoingThisRight,,,,1,
I will become stronger than ever bodybuilding fitfam fitlife,,,,1,
KourtneyShotz too good right Going to check out joining a gym this week,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
My New Years resolution NewYear,,,,1,
MAKE MORE MOVES LESS ANNOUNCEMENTS,,,,1,
Im going to be Scrooge all year and have a Christmas Eve revelation That way Ill be RICH next shopping season,,,,1,
surround myself with genuine and kind people who love me back,,,,1,
RidersbyLee is to get back in shape and run a marathon,,,,1,
Clean up the house and throw away old stuff and start getting the babys room ready,,,,1,
Dont waste an opportunity be confident brave smart responsible in every choices that I will make,,,,1,
Its almost and I still have the same taste in clothesmusicgames and the same haircut that I had in much,,,,1,
Need to move forward with a great idea thats just right for the future,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
NOT to read the Bible AT ALL,,,,1,
To learn more about real science and more about how ignorant people have been deluded by religion,,,,1,
My to Marry destanievires straighten out my life and continue our adventures maybe even start my youtube,,,,1,
Time to get ridda this flap jack eatclean GetFit workhard playhard,,,,1,
Just made my ToDo list for tomorrow My is to spread my work out not wait until its in a massive pile,,,,1,
Im going to learn how to keep a phone next year,,,,1,
My is to meet new people,,,,1,
become a marine,,,,1,
My year couldnt have ended any better is seeing you more,,,,1,
Run a mile in under minutes,,,,1,
finish my novel,,,,1,
Diet Coke I wish I knew how to quit you,,,,1,
Started the Day Fitness Challenge Abs Squats and Arms Lets see how this goes dayone earlystart,,,,1,
Gotta make sure I stuff my face until New Years when Im forced to pretend that Im making an effort to diet,,,,1,
Try to take things as they come,,,,1,
My is for my cat to lose weight This might be more likely than ME losing weight hesfat catproblems,,,,1,
My only New Years resolution is to enjoy my life more,,,,1,
Working on a super exciting project for Cant wait to roll it out in the next few days BeBrave,,,,1,
Youd think that for the amount of workout clothing I have Id have a better bod,,,,1,
My only goal in is to be happy Genuinely Intensely Consistently HAPPY,,,,1,
I made a vow to myself to only wear my ConnorFranta FrantasticMonday sweater only on Mondays,,,,1,
Poop here,,,,1,
My no purchases or trips over total instead zero out all debt car and college loans Bears tickets excluded,,,,1,
I am not going out of my way for ANYONE anymore fuck that My motto for is going to be not my fucking problem,,,,1,
My Being more simple w texting One sentence textsreplies GONNA b hard for me,,,,1,
Get some new bishes,,,,1,
I need to start working out again like I was last year,,,,1,
If I have a regret this holiday season its not following through with my plan to wish everyone Happy Hondadays,,,,1,
I was so proud when I was going to the gym loosing weight then BOOM Ava came about I will accomplish this,,,,1,
to change my name to Ariel,,,,1,
Be more confident in myself Less clothes More selfies More dates More love Less introversion,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
itsDoreen I really gotta listen to you girl everytime its becoming more clear,,,,1,
Definition of success in Having twice as many followers on Twitter than you follow NYE SuccessStory NYE,,,,1,
Get owlcity to notice me,,,,1,
My Make apps for iOS and iPhone MakeMoney be Successful getbig,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Seriously People for this,,,,1,
IntThings for good health,,,,1,
One of my New Years resolutions will be to find someone to hang out with,,,,1,
My complete my transformation into a firebreathing dragon,,,,1,
Cosplay as James KiddMary Read Shes the only character I think I can do convincingly,,,,1,
Hi Kaneshow my in be dancing with madonna chorgrapher nicolewinhoffer she is ready for me in New York baby hugs,,,,1,
Getting an early jump on my by starting a lowcarb lowcal mealplan T tomorrow Im excited to get back in shape,,,,1,
no meat No burgers hot dogs sausage sandwiches chicken tacos bacon ground beef hamburger helper fish eggs tamales,,,,1,
CorinneKisses I will take by the balls and make it my bitch,,,,1,
What did I learn this year If a loved one gets on a boat or a plane remind them you love them newyearsresolution,,,,1,
For the next four months its going to be Diet Fitness Work Guitar life weightloss music,,,,1,
Avoid my reflection,,,,1,
to binge watch as many shows on Netflix as I can,,,,1,
recycling last years list,,,,1,
Like ima be a good kid Honest loyal honor roll kinda shit,,,,1,
No stress No worries NancyEvaaan,,,,1,
Keep up my weight loss bulk up to be a hot gaydaddy get my dog a sibling Date to find future husband gay,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Hi KaitlinObscura my making my dream come true dancing with madonna chorgrapher nicolewinhoffer,,,,1,
Hi AGTAuditions my be dancing with madonna chorgrapher nicolewinhoffer she is ready for me Am,,,,1,
Hi Kaneshow my in be dancing with madonna chorgrapher nicolewinhoffer she is ready for me,,,,1,
No resolution No excuses just a Vision,,,,1,
Yes I am aware that I need more bacon in my diet,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
tweet like no one is watching,,,,1,
is to travel a lot alone Thats more fun,,,,1,
My Not to make any resolutions Oops,,,,1,
loose some weight,,,,1,
im gonna try to talk online more,,,,1,
Up at this morning to practice becoming a morning gym goer again,,,,1,
Crushing YOGA this morning healthy workoutathome newyearsresolution,,,,1,
vmfa Coming to see you is on my todo list esp before giving birth to my summer baby,,,,1,
My will be x RWD webdesign,,,,1,
God Help us All fitfam gym,,,,1,
A hour drive back home is a good time to load up on new paleo cookbooks in preparation for Lets do this,,,,1,
New rule no food in the bedroom but chocolate Starts right after I finish this sugar cookie weightloss,,,,1,
I read in the newspaper that drinking too much coffee is bad for ya so my is to stop reading the newspaper mycoffee,,,,1,
VisitBritain Dreaming of the Cotswolds Lake District and Wales Already planning the escape,,,,1,
Im not looking to change myself but to better myself in the years ahead Theres always room for self improvement,,,,1,
Plus I have a deep need to make perfect skirt steak this year HappyNewYear,,,,1,
VisitBritain I want to take my children Bournemouth to see where I spent my childhoodMy grandmothers house escape,,,,1,
write more Work out more Love more,,,,1,
I want to make the year when I really dedicate myself to being a BBBH cumdump loads min double this year,,,,1,
to meet Grace next year aka ASwiftieLovatic,,,,1,
Getting ahead of that at planetfittness,,,,1,
be myself and dont feel guilty for it,,,,1,
I have to definitely make it a priority to pay my tithes every week,,,,1,
take skyewrita for drinks,,,,1,
RadioNOW play some new songs Sick of hearing the same songs,,,,1,
Challenge more people to duel,,,,1,
Yesterday I did yoga for the first time at the beach and loved it Cant wait to do more yoga,,,,1,
Lose weight get in shape eat healthier subjective goals that change like the wind Aim for a measurable newyearsresolution instead,,,,1,
Fuck it Im starting my early Daily figuredrawing sessions,,,,1,
lovethissong I think this will be my Carolina Liar Show Me What Im Looking For Vid,,,,1,
To a new year new beginnings realestate mortgage finance SuccessfulDay GOBIG,,,,1,
My is to lower my standards so you people dont disappoint me so much this year,,,,1,
PantherShane yeah me too I gotta streamline that offlane Bristle GrowtheMMR,,,,1,
